what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1452726213511
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1452726459050
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1452726511999
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1452726513067
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.TaskList",1452726513075
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1452726514049
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1452726580973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1452726585430
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1452726821783
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1452726829988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1452727248040
error,log,,,"Failed command: target remote localhost:2331",1452727261600
error,log,,,"Failed command: monitor endian little",1452727261701
error,log,,,"Failed command: monitor speed 30",1452727261803
error,log,,,"Failed command: monitor reset",1452727261905
error,log,,,"Failed command: monitor sleep 10",1452727262006
error,log,,,"Failed command: monitor reg cpsr = 0xd3",1452727262108
error,log,,,"Failed command: monitor cp15 7, 7, 0, 0 = 0x0",1452727262209
error,log,,,"Failed command: monitor cp15 8, 7, 0, 0 = 0x0",1452727262311
error,log,,,"Failed command: monitor cp15 1, 0, 0, 0 =0x1002",1452727262412
error,log,,,"Failed command: monitor cp15 15, 2, 0, 4 = 0x70000013",1452727262513
error,log,,,"Failed command: monitor MemU32 0x7e004000  =  0x00000000",1452727262614
error,log,,,"Failed command: monitor sleep 10",1452727262715
error,log,,,"Failed command: monitor MemU32 0x71200014  =  0x00000000",1452727262817
error,log,,,"Failed command: monitor MemU32 0x71300014  =  0x00000000",1452727262919
error,log,,,"Failed command: monitor MemU32 0x7120000C  =  0x00000000",1452727263021
